Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM001799,fs-42969,El39189me,21/01/2023,Monitor,Grace Wilson,alice.johnson@unimelb.edu.au,2417,Nursing,12/04/2023,18/04/2025,N,324.6
UOM001800,yt-69086,CW78912uK,23/02/2024,Laptop,David Brown,henry.moore@unimelb.edu.au,6300,Social Work,21/10/2024,,N,2921.82
UOM001801,Xg-75933,OB99060Bm,11/11/2023,Desktop,Jack Anderson,henry.moore@unimelb.edu.au,6300,Physio,2/10/2024,26/04/2025,N,2470.68
UOM001802,Zd-38784,Ej68128Wh,18/05/2020,Monitor,Grace Wilson,jack.anderson@unimelb.edu.au,9503,DOVS,24/11/2020,9/06/2021,Y,164.66
UOM001803,Ze-55469,hb27692gg,27/02/2021,Printer,Grace Wilson,alice.johnson@unimelb.edu.au,2417,Physio,10/07/2024,,N,131.45
UOM001804,Vp-57626,zS22387eG,23/06/2022,Phone,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,10/03/2024,1/05/2025,N,869.51
UOM001805,Qj-72800,Dp70267Mg,15/11/2023,Desktop,David Brown,grace.wilson@unimelb.edu.au,8826,Physio,9/06/2024,19/01/2025,N,2012.76
UOM001806,lf-73475,HN66822yr,3/01/2022,Server,Emma Jones,jack.anderson@unimelb.edu.au,9503,SHS,2/01/2024,5/08/2024,N,6970.31
UOM001807,ks-55953,SR47682aA,26/08/2020,Phone,Alice Johnson,carol.williams@unimelb.edu.au,6271,DOVS,14/01/2024,,N,904.87
UOM001808,WM-91253,kV55567hY,6/08/2024,Desktop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,DOVS,23/01/2025,18/02/2025,N,1512.04
UOM001809,zW-97195,MS47918vp,10/01/2024,Phone,Emma Jones,carol.williams@unimelb.edu.au,6271,Physio,15/02/2025,,N,965.28
UOM001810,iK-45666,hR03414mD,29/05/2023,Tablet,Frank Miller,henry.moore@unimelb.edu.au,6300,Nursing,29/09/2024,1/01/2025,N,501.75
UOM001811,ZZ-25633,fr46471kl,10/05/2025,Printer,Alice Johnson,bob.smith@unimelb.edu.au,5312,Nursing,15/05/2025,,N,1464.32
UOM001812,Ri-98052,FU24062jg,22/06/2020,Desktop,Grace Wilson,bob.smith@unimelb.edu.au,5312,SHS,25/03/2023,5/04/2024,Y,1568.54
UOM001813,Ox-62309,rI37345aV,9/04/2024,Server,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Physio,8/03/2025,,N,8140.36
UOM001814,IY-05257,az25889RE,22/12/2021,Server,Carol Williams,grace.wilson@unimelb.edu.au,8826,SHS,23/08/2022,18/10/2022,Y,9929.53
UOM001815,Tp-41421,BM77644GA,3/02/2023,Tablet,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,20/11/2023,,N,931.98
UOM001816,xw-00988,TX21855ap,6/01/2023,Desktop,Henry Moore,carol.williams@unimelb.edu.au,6271,SHS,2/04/2024,,N,1151.65
UOM001817,Yp-21590,eT18708aT,9/02/2021,Monitor,Emma Jones,grace.wilson@unimelb.edu.au,8826,Social Work,21/12/2023,,N,218.86
UOM001818,Nq-43679,sB73038re,23/08/2022,Phone,Grace Wilson,henry.moore@unimelb.edu.au,6300,SHS,30/09/2024,7/04/2025,N,837.64
UOM001819,ex-49817,Rq23486Ex,16/12/2021,Server,Carol Williams,emma.jones@unimelb.edu.au,8089,DOVS,12/02/2023,24/10/2023,Y,5233.3
UOM001820,ml-67241,bO65378ed,17/08/2020,Laptop,Carol Williams,david.brown@unimelb.edu.au,5741,Nursing,12/12/2022,29/04/2025,N,1974.36
UOM001821,yn-00280,mK53206CK,30/06/2023,Monitor,Henry Moore,jack.anderson@unimelb.edu.au,9503,Physio,15/05/2025,15/05/2025,N,265.08
UOM001822,xS-77047,Bu72140SG,16/06/2022,Server,Frank Miller,alice.johnson@unimelb.edu.au,2417,Social Work,13/11/2024,12/12/2024,N,7421.29
UOM001823,ei-24950,pM62724Kh,28/09/2020,Phone,Henry Moore,frank.miller@unimelb.edu.au,3991,Social Work,2/09/2021,,N,274.79
UOM001824,yH-30823,Py77801Ly,7/05/2024,Phone,Carol Williams,henry.moore@unimelb.edu.au,6300,Physio,26/10/2024,29/11/2024,N,857.17
UOM001825,nJ-11773,hs55202mD,26/09/2024,Phone,Grace Wilson,emma.jones@unimelb.edu.au,8089,DOVS,28/11/2024,,N,513.15
UOM001826,rF-69391,HF48725Fv,25/02/2022,Laptop,Ivy Taylor,emma.jones@unimelb.edu.au,8089,SHS,20/09/2024,27/02/2025,N,2701.8
UOM001827,OA-52480,jK03069ds,21/07/2021,Desktop,David Brown,jack.anderson@unimelb.edu.au,9503,Nursing,5/01/2022,3/09/2022,Y,1956.94
UOM001828,lE-18668,qo34898wq,26/11/2021,Phone,Jack Anderson,henry.moore@unimelb.edu.au,6300,Nursing,25/02/2022,,N,591.64
UOM001829,jZ-89035,KS66991Mr,12/07/2020,Tablet,Alice Johnson,carol.williams@unimelb.edu.au,6271,SHS,21/05/2023,,N,524.56
UOM001830,OZ-28353,qW92472uJ,7/02/2025,Laptop,Grace Wilson,david.brown@unimelb.edu.au,5741,DOVS,26/02/2025,13/05/2025,N,2189.3
UOM001831,Eb-48655,Hq86673cj,28/04/2022,Laptop,Bob Smith,david.brown@unimelb.edu.au,5741,Social Work,31/05/2022,23/11/2023,Y,1708.49
UOM001832,lH-33766,CH95605vf,1/09/2021,Desktop,Emma Jones,frank.miller@unimelb.edu.au,3991,Physio,9/12/2024,6/03/2025,N,2110.38
UOM001833,SC-68258,zu57542iR,17/10/2024,Server,David Brown,grace.wilson@unimelb.edu.au,8826,SHS,16/03/2025,,N,3406.71
UOM001834,Ji-02075,zL47485sP,20/07/2022,Desktop,Henry Moore,alice.johnson@unimelb.edu.au,2417,DOVS,19/12/2024,3/02/2025,N,2359.08
UOM001835,GQ-59822,Dg85816sN,30/03/2024,Server,Ivy Taylor,bob.smith@unimelb.edu.au,5312,SHS,24/08/2024,,N,5760.08
UOM001836,zv-96816,sx40391MC,2/11/2024,Tablet,Grace Wilson,frank.miller@unimelb.edu.au,3991,SHS,4/11/2024,28/03/2025,N,357.84
UOM001837,wV-44727,hO48814Zz,6/03/2023,Monitor,Jack Anderson,emma.jones@unimelb.edu.au,8089,Social Work,15/11/2024,,N,684.69
UOM001838,Nu-13150,Uu13131Xa,26/08/2024,Server,Frank Miller,alice.johnson@unimelb.edu.au,2417,Social Work,11/09/2024,26/11/2024,N,4941.24
UOM001839,qp-01327,ID30339Ng,10/02/2021,Phone,Alice Johnson,carol.williams@unimelb.edu.au,6271,SHS,28/07/2021,2/06/2023,Y,299.46
UOM001840,ik-03465,TC73610rJ,23/05/2024,Laptop,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,14/09/2024,30/04/2025,N,1676.46
UOM001841,jx-80252,LL67555Na,23/09/2020,Desktop,Alice Johnson,david.brown@unimelb.edu.au,5741,DOVS,15/05/2023,8/02/2025,N,1524.6
UOM001842,pN-56303,tQ79045tA,30/05/2021,Tablet,Henry Moore,alice.johnson@unimelb.edu.au,2417,Nursing,5/05/2022,29/06/2024,N,897.33
UOM001843,Yu-56830,HF88933Yq,14/12/2023,Printer,Carol Williams,grace.wilson@unimelb.edu.au,8826,Social Work,3/01/2024,,N,337.97
UOM001844,ZJ-00084,qz38259UP,18/04/2025,Monitor,Grace Wilson,carol.williams@unimelb.edu.au,6271,DOVS,18/04/2025,8/05/2025,N,315.17
UOM001845,vw-52241,Cg09523Hj,16/05/2025,Server,Ivy Taylor,henry.moore@unimelb.edu.au,6300,SHS,16/05/2025,,N,9915.47
UOM001846,Ea-57159,TT24814Pz,23/07/2024,Printer,Emma Jones,carol.williams@unimelb.edu.au,6271,SHS,24/02/2025,10/03/2025,N,1330.43
UOM001847,PT-60820,Dl74487PG,3/05/2023,Laptop,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Nursing,2/09/2024,9/09/2024,N,2311.41
UOM001848,Lu-40332,Vb19790EE,25/06/2020,Phone,Alice Johnson,david.brown@unimelb.edu.au,5741,SHS,23/10/2024,18/12/2024,N,784.2
UOM001849,Ln-53798,ZE58783bE,9/05/2021,Laptop,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,SHS,4/06/2021,24/01/2022,Y,2307.99
UOM001850,Go-81567,Qe67253fj,24/07/2021,Monitor,Grace Wilson,frank.miller@unimelb.edu.au,3991,SHS,9/04/2024,,N,324.7
UOM001851,aj-57527,IB78759hA,23/05/2022,Phone,Carol Williams,emma.jones@unimelb.edu.au,8089,Nursing,13/04/2025,1/05/2025,N,636.82
UOM001852,gj-57567,Eu95014El,26/05/2024,Laptop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Social Work,22/10/2024,9/02/2025,N,1306.18
UOM001853,Ob-87599,Ev62351ti,24/02/2024,Printer,Emma Jones,alice.johnson@unimelb.edu.au,2417,Physio,22/10/2024,24/01/2025,N,686.5
UOM001854,Sw-75174,QT28827LI,18/12/2020,Monitor,Henry Moore,alice.johnson@unimelb.edu.au,2417,Nursing,28/12/2024,24/04/2025,N,466.21
UOM001855,Iv-94174,CT25133vg,27/04/2022,Tablet,Henry Moore,david.brown@unimelb.edu.au,5741,Social Work,9/11/2022,6/03/2024,Y,825.54
UOM001856,Ri-12469,xG32888aO,13/02/2021,Phone,Carol Williams,alice.johnson@unimelb.edu.au,2417,DOVS,17/04/2025,1/05/2025,N,603.64
UOM001857,LZ-79410,Wf74415OO,18/07/2022,Tablet,Jack Anderson,frank.miller@unimelb.edu.au,3991,SHS,7/06/2024,23/03/2025,N,869.76
UOM001858,SQ-14808,FE76987cA,31/08/2023,Monitor,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,9/03/2025,,N,498.42
UOM001859,CN-82823,ex85748tZ,18/04/2023,Phone,Henry Moore,bob.smith@unimelb.edu.au,5312,Social Work,19/11/2023,,N,906.06
UOM001860,eH-21735,iq27387Yw,30/12/2020,Monitor,Carol Williams,jack.anderson@unimelb.edu.au,9503,SHS,5/09/2021,,N,421.91
UOM001861,KY-33628,Os91159dq,29/03/2025,Server,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,5/04/2025,,N,3748.25
UOM001862,Sv-11035,DC76464Gd,31/08/2021,Desktop,Frank Miller,henry.moore@unimelb.edu.au,6300,SHS,21/08/2022,4/02/2025,N,2128.09
UOM001863,iN-50186,Cw34241QT,6/07/2021,Tablet,Alice Johnson,frank.miller@unimelb.edu.au,3991,DOVS,1/01/2023,14/07/2023,Y,399.55
UOM001864,Jv-27445,fd17080nj,14/04/2023,Monitor,Grace Wilson,frank.miller@unimelb.edu.au,3991,Social Work,21/09/2023,4/09/2024,N,384.36
UOM001865,mL-24995,md99945wy,28/04/2022,Desktop,Alice Johnson,bob.smith@unimelb.edu.au,5312,DOVS,23/09/2024,17/10/2024,N,1381.13
UOM001866,Do-28730,HP28947Eq,23/03/2025,Server,Alice Johnson,emma.jones@unimelb.edu.au,8089,Physio,8/04/2025,,N,3907.75
UOM001867,wO-61324,FR33169MA,2/01/2023,Desktop,Jack Anderson,ivy.taylor@unimelb.edu.au,1354,Nursing,22/02/2025,,N,1239.07
UOM001868,oL-42101,DS30597Hu,5/01/2021,Printer,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,2/12/2022,,N,638.22
UOM001869,yu-98810,UX18740LJ,13/10/2024,Monitor,Carol Williams,jack.anderson@unimelb.edu.au,9503,DOVS,21/11/2024,5/04/2025,N,350.42
UOM001870,Ig-87958,jh16063iL,27/01/2025,Server,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,SHS,6/05/2025,,N,8400.83
UOM001871,an-13741,zl34547ah,9/08/2023,Laptop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Nursing,3/05/2025,13/05/2025,N,2451.91
UOM001872,VO-37267,Mg63584Vq,8/03/2023,Tablet,Carol Williams,david.brown@unimelb.edu.au,5741,SHS,5/03/2024,15/09/2024,N,337.62
UOM001873,RM-83643,Di28805Wx,13/04/2021,Server,Carol Williams,grace.wilson@unimelb.edu.au,8826,Social Work,22/08/2023,,N,4700.51
UOM001874,nd-16207,vR14841Jp,5/08/2020,Tablet,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Nursing,2/03/2022,,N,831.44
UOM001875,jZ-63474,Zh11318Wp,10/12/2024,Phone,David Brown,jack.anderson@unimelb.edu.au,9503,DOVS,6/01/2025,5/04/2025,N,692.8
UOM001876,yn-57627,NK95775NH,30/11/2022,Desktop,Ivy Taylor,henry.moore@unimelb.edu.au,6300,DOVS,22/07/2024,9/09/2024,N,1205
UOM001877,ZE-76875,oY77868ci,3/09/2020,Printer,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,DOVS,10/02/2023,22/03/2023,Y,313.35
UOM001878,XJ-79067,sf10676lV,28/08/2021,Laptop,Carol Williams,ivy.taylor@unimelb.edu.au,1354,SHS,17/03/2024,,N,2535
UOM001879,YM-10002,hA29763qD,26/08/2021,Phone,Jack Anderson,carol.williams@unimelb.edu.au,6271,Nursing,15/10/2022,,N,265.34
UOM001880,ZP-85929,Ci07614cO,12/02/2024,Laptop,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,Nursing,12/08/2024,13/08/2024,N,2736.51
UOM001881,jg-99625,cQ21196Ej,23/07/2022,Desktop,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Social Work,16/01/2023,19/02/2024,Y,1217.76
UOM001882,dP-38222,uE38910Vl,29/01/2021,Laptop,Ivy Taylor,david.brown@unimelb.edu.au,5741,Social Work,18/10/2022,25/06/2024,N,1547.07
UOM001883,WX-21459,cW49392sJ,21/01/2023,Monitor,Grace Wilson,alice.johnson@unimelb.edu.au,2417,DOVS,13/10/2023,,N,683.56
UOM001884,Rt-01999,aj54460aX,21/07/2022,Laptop,Grace Wilson,henry.moore@unimelb.edu.au,6300,SHS,11/05/2024,,N,2784.71
UOM001885,mX-06251,EG88341nV,24/10/2021,Tablet,Henry Moore,carol.williams@unimelb.edu.au,6271,SHS,13/03/2024,25/06/2024,N,578.71
UOM001886,Ua-88462,Gy51567WD,18/06/2023,Printer,Emma Jones,grace.wilson@unimelb.edu.au,8826,Nursing,29/11/2023,17/02/2025,N,1192.34
UOM001887,zs-52014,sr64054Cb,18/11/2024,Server,Grace Wilson,david.brown@unimelb.edu.au,5741,Physio,8/03/2025,28/04/2025,N,6919.08
UOM001888,VL-22141,oZ99775ri,12/09/2020,Laptop,Frank Miller,carol.williams@unimelb.edu.au,6271,SHS,7/02/2024,26/04/2024,Y,1180.28
UOM001889,eS-87495,BI08117WN,29/12/2024,Tablet,Grace Wilson,david.brown@unimelb.edu.au,5741,Physio,2/01/2025,18/04/2025,N,1111.49
UOM001890,Fn-93889,Fy94831ZG,14/04/2024,Printer,Carol Williams,bob.smith@unimelb.edu.au,5312,SHS,15/06/2024,20/01/2025,N,647.13
UOM001891,ii-33966,Ya28545wt,23/08/2024,Desktop,Emma Jones,alice.johnson@unimelb.edu.au,2417,Nursing,31/08/2024,,N,1912.74
UOM001892,Ww-88632,BJ08637rt,20/01/2021,Desktop,David Brown,henry.moore@unimelb.edu.au,6300,DOVS,21/09/2024,,N,2021.52
UOM001893,eD-24295,tM66566oS,28/10/2020,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,SHS,15/03/2021,14/03/2022,Y,356.44
UOM001894,zF-96261,uL19044sq,26/12/2020,Tablet,David Brown,bob.smith@unimelb.edu.au,5312,Physio,4/05/2025,13/05/2025,N,427.36
UOM001895,xx-25038,zN88928th,16/06/2021,Printer,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,6/02/2024,,N,509.48
UOM001896,YX-79035,SM34860Cf,16/03/2024,Tablet,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,SHS,30/01/2025,,N,1183.85
UOM001897,bs-31669,cO45466HV,21/12/2021,Printer,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,SHS,11/04/2024,27/04/2025,N,586.99
UOM001898,bK-14213,Ol95566Hj,1/10/2020,Server,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,5/11/2022,30/01/2025,N,8277.97
UOM001899,Eh-53037,sj90195Cb,17/02/2024,Printer,Carol Williams,jack.anderson@unimelb.edu.au,9503,Physio,14/04/2025,10/05/2025,N,155.52
UOM001900,YX-41791,sr78310ks,26/12/2020,Tablet,Ivy Taylor,frank.miller@unimelb.edu.au,3991,Nursing,5/05/2021,,N,984.12
UOM001901,sc-41991,zQ45465Nv,20/05/2021,Printer,Carol Williams,jack.anderson@unimelb.edu.au,9503,Physio,10/12/2023,,N,727.09
UOM001902,hm-28216,Bb58156tS,21/07/2024,Desktop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,24/11/2024,17/02/2025,N,834.9
UOM001903,gV-52522,uh47135JL,29/10/2024,Monitor,Emma Jones,jack.anderson@unimelb.edu.au,9503,Nursing,26/02/2025,12/04/2025,N,563.77
UOM001904,vq-70515,mX86015wC,22/06/2022,Tablet,Grace Wilson,alice.johnson@unimelb.edu.au,2417,Nursing,23/12/2024,,N,1178.61
UOM001905,Ts-07032,BE49775nT,31/05/2024,Laptop,Grace Wilson,bob.smith@unimelb.edu.au,5312,SHS,14/05/2025,16/05/2025,N,1150.42
UOM001906,dQ-00993,bE72838YP,19/07/2022,Desktop,Emma Jones,bob.smith@unimelb.edu.au,5312,Social Work,16/02/2023,25/06/2023,Y,2244.24
UOM001907,jq-52835,dC23333nY,1/05/2022,Monitor,Alice Johnson,carol.williams@unimelb.edu.au,6271,Nursing,8/08/2022,,N,200.3
UOM001908,fQ-76857,Xk14362ow,20/09/2023,Server,David Brown,alice.johnson@unimelb.edu.au,2417,SHS,29/01/2024,23/08/2024,N,9551.69
UOM001909,yg-82080,wy75026zl,28/11/2022,Monitor,Bob Smith,bob.smith@unimelb.edu.au,5312,Physio,30/08/2023,4/11/2023,Y,420.25
UOM001910,Mo-82580,NX37751jw,31/05/2024,Laptop,Henry Moore,alice.johnson@unimelb.edu.au,2417,Nursing,1/12/2024,,N,1348.36
UOM001911,en-22374,wQ12282CM,2/11/2024,Laptop,Frank Miller,frank.miller@unimelb.edu.au,3991,Physio,7/11/2024,29/11/2024,N,2471.2
UOM001912,Bn-55798,aL81413ej,16/06/2021,Laptop,Frank Miller,carol.williams@unimelb.edu.au,6271,Nursing,27/02/2023,,N,1535.9
UOM001913,Vq-39544,yM78349gb,12/01/2023,Tablet,Carol Williams,carol.williams@unimelb.edu.au,6271,SHS,3/11/2024,16/11/2024,N,664.38
UOM001914,mm-89135,lN67429Wr,3/03/2025,Desktop,Alice Johnson,david.brown@unimelb.edu.au,5741,Social Work,3/04/2025,4/05/2025,N,2270.86
UOM001915,Nu-85924,OY97504ka,11/08/2021,Server,Carol Williams,carol.williams@unimelb.edu.au,6271,Social Work,17/10/2023,17/03/2025,N,8932.98
UOM001916,Rn-75383,Zr11622uk,4/01/2021,Desktop,Alice Johnson,emma.jones@unimelb.edu.au,8089,Nursing,6/12/2023,,N,1620.28
UOM001917,Lf-11885,Bf53380YI,23/09/2020,Monitor,Bob Smith,emma.jones@unimelb.edu.au,8089,Nursing,5/05/2022,15/04/2024,Y,422.1
UOM001918,Tz-14363,BP87829Lt,17/05/2022,Phone,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Nursing,20/10/2024,3/04/2025,N,333.35
UOM001919,Ni-49776,il35503gb,17/03/2023,Laptop,Bob Smith,alice.johnson@unimelb.edu.au,2417,Nursing,1/01/2025,31/03/2025,N,1290.2
UOM001920,WW-42528,HK25368oJ,7/01/2022,Monitor,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Nursing,8/05/2023,21/03/2025,N,498.21
UOM001921,vV-30021,BD40284qw,22/05/2020,Laptop,David Brown,david.brown@unimelb.edu.au,5741,Nursing,24/01/2021,9/07/2024,N,2117.3
UOM001922,NI-98309,Vf09139ZP,25/03/2023,Desktop,Emma Jones,emma.jones@unimelb.edu.au,8089,Physio,10/03/2025,17/03/2025,N,1445.57
UOM001923,uf-22744,yb29740oe,18/02/2025,Server,Jack Anderson,alice.johnson@unimelb.edu.au,2417,SHS,5/05/2025,,N,2334.08
UOM001924,xw-84483,zr70047YC,3/06/2022,Server,Bob Smith,grace.wilson@unimelb.edu.au,8826,SHS,9/02/2024,11/05/2024,Y,3220.33
UOM001925,Qc-36533,YD49806xJ,21/03/2022,Tablet,Jack Anderson,carol.williams@unimelb.edu.au,6271,Social Work,27/03/2025,,N,302.37
UOM001926,ww-16428,Nz71312sX,3/06/2023,Phone,Emma Jones,ivy.taylor@unimelb.edu.au,1354,DOVS,1/03/2024,11/01/2025,N,286.45
UOM001927,ZY-40996,dC79872AQ,27/02/2024,Desktop,Grace Wilson,frank.miller@unimelb.edu.au,3991,Social Work,11/03/2024,3/04/2024,Y,1329.2
UOM001928,Dh-48715,xQ20260qt,12/07/2024,Monitor,Bob Smith,bob.smith@unimelb.edu.au,5312,Physio,19/12/2024,2/02/2025,N,179.9
UOM001929,jD-60917,qH49032rY,14/09/2021,Phone,Carol Williams,frank.miller@unimelb.edu.au,3991,Physio,12/03/2023,24/03/2024,Y,843.35
UOM001930,cO-69622,rV86786jQ,22/03/2025,Server,Bob Smith,emma.jones@unimelb.edu.au,8089,DOVS,24/03/2025,14/05/2025,N,3321.54
UOM001931,ah-06877,bz53023ns,26/11/2024,Printer,David Brown,frank.miller@unimelb.edu.au,3991,Social Work,4/02/2025,23/03/2025,N,152.43
UOM001932,PH-58211,id88795EM,7/07/2020,Server,Jack Anderson,emma.jones@unimelb.edu.au,8089,DOVS,1/12/2020,21/04/2021,Y,4301.86
UOM001933,HU-65780,sH37141Ip,13/05/2023,Monitor,Frank Miller,bob.smith@unimelb.edu.au,5312,Social Work,19/04/2024,14/05/2024,Y,532.58
UOM001934,bC-43676,Hw56785qH,21/07/2021,Laptop,Henry Moore,jack.anderson@unimelb.edu.au,9503,Nursing,11/08/2021,12/06/2022,Y,2012.7
UOM001935,bG-34098,zA90969mG,3/06/2023,Server,Carol Williams,emma.jones@unimelb.edu.au,8089,Physio,23/07/2024,22/10/2024,N,8428.85
UOM001936,vQ-78696,fi09100lR,6/02/2021,Desktop,Carol Williams,david.brown@unimelb.edu.au,5741,Social Work,9/07/2024,,N,2151.4
UOM001937,Wu-16335,Yj13372rW,28/11/2020,Server,Emma Jones,carol.williams@unimelb.edu.au,6271,Physio,16/06/2022,22/10/2023,Y,8586.74
UOM001938,CG-40234,fY96603xC,24/11/2020,Desktop,Emma Jones,frank.miller@unimelb.edu.au,3991,Physio,19/03/2022,,N,2429.03
UOM001939,ns-72428,TY29522kJ,26/02/2023,Desktop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Nursing,26/03/2023,18/08/2024,N,1947.15
UOM001940,my-56179,Fy77087UG,13/11/2021,Monitor,Henry Moore,jack.anderson@unimelb.edu.au,9503,Nursing,20/02/2024,5/01/2025,N,521.03
UOM001941,ie-69657,Qj84619ed,9/02/2025,Server,Bob Smith,henry.moore@unimelb.edu.au,6300,Social Work,5/05/2025,,N,2361.48
UOM001942,nz-07999,wJ55556zr,7/04/2023,Monitor,Emma Jones,david.brown@unimelb.edu.au,5741,Nursing,23/06/2023,19/01/2024,Y,200.16
UOM001943,Zg-18803,qD15772Me,22/02/2023,Monitor,Frank Miller,henry.moore@unimelb.edu.au,6300,Nursing,20/08/2023,,N,302.17
UOM001944,CQ-41116,yS33477nk,11/08/2023,Monitor,David Brown,emma.jones@unimelb.edu.au,8089,DOVS,26/03/2024,2/07/2024,N,287.54
UOM001945,dM-07221,gJ60357rn,6/06/2020,Phone,Alice Johnson,carol.williams@unimelb.edu.au,6271,DOVS,18/03/2021,,N,417.77
UOM001946,Ug-96551,Nf56923oP,29/02/2024,Printer,Emma Jones,frank.miller@unimelb.edu.au,3991,DOVS,28/02/2025,,N,1058.6
UOM001947,DZ-57606,qg34090iw,29/11/2021,Printer,David Brown,ivy.taylor@unimelb.edu.au,1354,SHS,21/03/2024,8/08/2024,N,877.16
UOM001948,Pc-34529,CU79857sH,27/07/2022,Printer,Jack Anderson,david.brown@unimelb.edu.au,5741,Social Work,17/04/2023,26/11/2024,N,1046.16
UOM001949,OD-99432,HV91998hl,17/03/2023,Server,Frank Miller,frank.miller@unimelb.edu.au,3991,Social Work,6/08/2023,,N,8138.04
UOM001950,by-62594,KZ55463iY,17/04/2024,Printer,Alice Johnson,bob.smith@unimelb.edu.au,5312,SHS,13/09/2024,6/03/2025,N,637.44
UOM001951,dH-45157,XC35573IY,21/05/2022,Monitor,Carol Williams,david.brown@unimelb.edu.au,5741,Nursing,7/07/2024,,N,168.34
UOM001952,cb-93495,LX55904Te,19/07/2022,Laptop,Jack Anderson,emma.jones@unimelb.edu.au,8089,DOVS,4/10/2023,17/12/2023,Y,2781.69
UOM001953,jx-15803,rz26218Yf,13/07/2022,Server,Carol Williams,carol.williams@unimelb.edu.au,6271,DOVS,13/03/2024,,N,9661.98
UOM001954,PC-16214,yt29235xd,29/09/2021,Printer,Emma Jones,bob.smith@unimelb.edu.au,5312,SHS,24/08/2022,28/10/2024,N,364.75
UOM001955,qn-35658,YK56320WP,1/08/2021,Monitor,Bob Smith,henry.moore@unimelb.edu.au,6300,DOVS,27/06/2023,13/03/2025,N,640.78
UOM001956,BZ-31531,Nj94955Bd,20/04/2021,Desktop,Henry Moore,alice.johnson@unimelb.edu.au,2417,DOVS,4/02/2023,8/10/2024,N,1928.33
UOM001957,yQ-08268,ZM76940nH,29/11/2024,Phone,Emma Jones,jack.anderson@unimelb.edu.au,9503,DOVS,7/04/2025,29/04/2025,N,779.91
UOM001958,fT-12104,dF17170rK,31/10/2021,Printer,Jack Anderson,ivy.taylor@unimelb.edu.au,1354,Social Work,23/04/2025,,N,830.79
UOM001959,bX-80532,wA38750Mz,28/01/2024,Laptop,Alice Johnson,alice.johnson@unimelb.edu.au,2417,SHS,28/02/2025,8/04/2025,N,2837.95
UOM001960,oS-20783,iU48011wy,27/07/2021,Printer,David Brown,bob.smith@unimelb.edu.au,5312,DOVS,8/03/2022,15/09/2024,N,856.34
UOM001961,Su-21777,jQ48336jt,16/02/2025,Phone,Henry Moore,ivy.taylor@unimelb.edu.au,1354,SHS,20/02/2025,25/04/2025,N,431.48
UOM001962,mO-93190,oS15179XJ,23/06/2023,Printer,Carol Williams,henry.moore@unimelb.edu.au,6300,Physio,12/01/2025,14/03/2025,N,151.55
UOM001963,HO-22379,lS71049KL,11/11/2023,Monitor,David Brown,ivy.taylor@unimelb.edu.au,1354,DOVS,25/04/2025,25/04/2025,N,484.28
UOM001964,ew-14770,Gj39528iC,30/01/2025,Monitor,Grace Wilson,frank.miller@unimelb.edu.au,3991,SHS,26/04/2025,4/05/2025,N,671.1
UOM001965,cO-22404,rX49865nK,11/07/2020,Server,Jack Anderson,jack.anderson@unimelb.edu.au,9503,DOVS,17/12/2020,,N,3177.38
UOM001966,MZ-71780,jO69470Bb,20/05/2023,Printer,Grace Wilson,frank.miller@unimelb.edu.au,3991,SHS,28/10/2023,19/01/2024,Y,150.55
UOM001967,RZ-82215,yj14203dL,7/09/2023,Server,Henry Moore,emma.jones@unimelb.edu.au,8089,Social Work,8/02/2025,1/05/2025,N,3502.2
UOM001968,zL-22247,im17103ai,5/05/2021,Server,Jack Anderson,henry.moore@unimelb.edu.au,6300,SHS,13/10/2021,12/02/2022,Y,2273.28
UOM001969,dU-35870,wr23111bH,12/02/2022,Phone,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Nursing,11/01/2024,9/12/2024,N,528.52
